Index,Clinic Name,Dentist Name,Address,Phone,Email,Website,Google Maps URL
413,"Dr. Alkonyi Fogászati Kft. - fogászat, fogorvos, dental, dentist,Zahnarzt",,?,+36 72 439 197,,,"https://www.google.com/maps/place/Dr.+Alkonyi+Fog%C3%A1szati+Kft.+-+fog%C3%A1szat,+fogorvos,+dental,+dentist,Zahnarzt/data=!4m7!3m6!1s0x4742b3d6ae72136f:0x5b2fb137401fa24c!8m2!3d46.0515719!4d18.2257631!16s%2Fg%2F1hhvnrj56!19sChIJbxNyrtazQkcRTKIfQDexL1s?authuser=0&hl=am&rclk=1"
414,Dr. Radnai Tibor,,?,+36 30 291 3006,,,https://www.google.com/maps/place/Dr.+Radnai+Tibor/data=!4m7!3m6!1s0x4742b17527d0e43b:0xd0cf803e4f4a5aee!8m2!3d46.0735862!4d18.2355333!16s%2Fg%2F1tdh76xh!19sChIJO-TQJ3WxQkcR7lpKTz6Az9A?authuser=0&hl=am&rclk=1
415,Dr. Hoffmann Anita,,?,+36 72 242 042,,,https://www.google.com/maps/place/Dr.+Hoffmann+Anita/data=!4m7!3m6!1s0x4742b0e02d282559:0x548944ad6c092956!8m2!3d46.0891396!4d18.2670049!16s%2Fg%2F1tf6_qly!19sChIJWSUoLeCwQkcRVikJbK1EiVQ?authuser=0&hl=am&rclk=1
416,Márki Dental fogászat és szájsebészet,,Alkotmány u. 8,+36 30 270 0144,,,https://www.google.com/maps/place/M%C3%A1rki+Dental+fog%C3%A1szat+%C3%A9s+sz%C3%A1jseb%C3%A9szet/data=!4m7!3m6!1s0x4742b1ff6ccdd497:0x1a1818f643b25d51!8m2!3d46.075825!4d18.2212487!16s%2Fg%2F11n06prjmj!19sChIJl9TNbP-xQkcRUV2yQ_YYGBo?authuser=0&hl=am&rclk=1
417,Márki Dental fogászat és szájsebészet,,Alkotmány u. 8,+36 30 270 0144,,,https://www.google.com/maps/place/M%C3%A1rki+Dental+fog%C3%A1szat+%C3%A9s+sz%C3%A1jseb%C3%A9szet/data=!4m7!3m6!1s0x4742b1ff6ccdd497:0x1a1818f643b25d51!8m2!3d46.075825!4d18.2212487!16s%2Fg%2F11n06prjmj!19sChIJl9TNbP-xQkcRUV2yQ_YYGBo?authuser=0&hl=am&rclk=1
418,Dentsi Kft.,,Hungária u. 53,+36 30 835 1485,,,https://www.google.com/maps/place/Dentsi+Kft./data=!4m7!3m6!1s0x4742b196c5674f6f:0x5b54702555120949!8m2!3d46.0735863!4d18.2136642!16s%2Fg%2F1hhxnx3h2!19sChIJb09nxZaxQkcRSQkSVSVwVFs?authuser=0&hl=am&rclk=1
419,fogorvos (dentist),,Krisztina tér 18,Krisztina tér 18,,,https://www.google.com/maps/place/fogorvos+%28dentist%29/data=!4m7!3m6!1s0x4742b30061724d11:0xa3948cc7bfae8374!8m2!3d46.0458773!4d18.2231419!16s%2Fg%2F11vpqsv97h!19sChIJEU1yYQCzQkcRdIOuv8eMlKM?authuser=0&hl=am&rclk=1
420,"Vitadent Fogászat és Fogtechnika esztétikai fogászat - fogbeültetés és fogpótlás, szájsebészet,",,?,+36 72 225 353,,,"https://www.google.com/maps/place/Vitadent+Fog%C3%A1szat+%C3%A9s+Fogtechnika+eszt%C3%A9tikai+fog%C3%A1szat+-+fogbe%C3%BCltet%C3%A9s+%C3%A9s+fogp%C3%B3tl%C3%A1s,+sz%C3%A1jseb%C3%A9szet,/data=!4m7!3m6!1s0x4742b1a57f906065:0x6d30dfbe7fcac427!8m2!3d46.0850897!4d18.229437!16s%2Fg%2F1tdckrc0!19sChIJZWCQf6WxQkcRJ8TKf77fMG0?authuser=0&hl=am&rclk=1"
421,Tayadent Kft.,,Korösi Csoma Sándor u. 1,+36 20 242 9892,,,https://www.google.com/maps/place/Tayadent+Kft./data=!4m7!3m6!1s0x4742b1f4932e2d61:0xdf7532e467d6da46!8m2!3d46.0651075!4d18.197441!16s%2Fg%2F11c1nf9gl6!19sChIJYS0uk_SxQkcRRtrWZ-Qydd8?authuser=0&hl=am&rclk=1
422,Mecsekidental Dental Fogorvosi Szakrendelés és Szájsebészet,,Garay János u. 9,+36 72 222 184,,,https://www.google.com/maps/place/Mecsekidental+Dental+Fogorvosi+Szakrendel%C3%A9s+%C3%A9s+Sz%C3%A1jseb%C3%A9szet/data=!4m7!3m6!1s0x4742b199ce314a31:0x97d36bb1856f28b3!8m2!3d46.073922!4d18.219355!16s%2Fg%2F11r8wz6ph!19sChIJMUoxzpmxQkcRsyhvhbFr05c?authuser=0&hl=am&rclk=1
423,"Dr. Aracsi Anikó fogorvos, fogszakorvos, fogászat",,Endresz György u. 12,+36 72 225 329,,,"https://www.google.com/maps/place/Dr.+Aracsi+Anik%C3%B3+fogorvos,+fogszakorvos,+fog%C3%A1szat/data=!4m7!3m6!1s0x4742b1642864fdf1:0x9dc1bdd09ead4231!8m2!3d46.069799!4d18.202907!16s%2Fg%2F11gnrvkgng!19sChIJ8f1kKGSxQkcRMUKtntC9wZ0?authuser=0&hl=am&rclk=1"
424,Dental and Oral Surgery,,Dischka Gyozo u. 5,+36 72 535 901,,,https://www.google.com/maps/place/Dental+and+Oral+Surgery/data=!4m7!3m6!1s0x4742b1992a90155f:0xa9c7a700ae4c6981!8m2!3d46.0734279!4d18.2249551!16s%2Fg%2F11x9zn8kh!19sChIJXxWQKpmxQkcRgWlMrgCnx6k?authuser=0&hl=am&rclk=1
425,Virág Dental,,Mártírok útja 17,+36 30 355 8298,,,https://www.google.com/maps/place/Vir%C3%A1g+Dental/data=!4m7!3m6!1s0x4742b1af7fc880b9:0x6679bd0bc47218cf!8m2!3d46.0659285!4d18.2183397!16s%2Fg%2F11fp8yms8_!19sChIJuYDIf6-xQkcRzxhyxAu9eWY?authuser=0&hl=am&rclk=1
426,St-Dent FogáSzat,,Kálvária u. 26,+36 30 605 6900,,,https://www.google.com/maps/place/St-Dent+Fog%C3%A1Szat/data=!4m7!3m6!1s0x4742b1a6c2731d1d:0x962a6102e9e7dc94!8m2!3d46.0808262!4d18.2322883!16s%2Fg%2F11d_bggkkc!19sChIJHR1zwqaxQkcRlNzn6QJhKpY?authuser=0&hl=am&rclk=1
427,Herba Dental,,?,+36 20 329 1496,,,https://www.google.com/maps/place/Herba+Dental/data=!4m7!3m6!1s0x4742b1661912e1f1:0x642f891b64b6037f!8m2!3d46.0742633!4d18.2339389!16s%2Fg%2F11l_gx77xk!19sChIJ8eESGWaxQkcRfwO2ZBuJL2Q?authuser=0&hl=am&rclk=1
428,dr Pálvölgyi Péter - Sürgosségi Fogorvos Fogászat Fogfehérítés Gyökérkezelés Pécs,,Király u. 66/b,+36 30 993 0698,,,https://www.google.com/maps/place/dr+P%C3%A1lv%C3%B6lgyi+P%C3%A9ter+-+S%C3%BCrg%C5%91ss%C3%A9gi+Fogorvos+Fog%C3%A1szat+Fogfeh%C3%A9r%C3%ADt%C3%A9s+Gy%C3%B6k%C3%A9rkezel%C3%A9s+P%C3%A9cs/data=!4m7!3m6!1s0x4742b1c701007cc5:0xf7c500c923f5e6be!8m2!3d46.0773601!4d18.2380696!16s%2Fg%2F11qr992lhl!19sChIJxXwAAcexQkcRvub1I8kAxfc?authuser=0&hl=am&rclk=1
429,Dental Medicin Kft.,,Rákóczi út 28,,,,https://www.google.com/maps/place/Dental+Medicin+Kft./data=!4m7!3m6!1s0x4742b1993528b3f9:0xbed55c39a6159a22!8m2!3d46.0724701!4d18.224944!16s%2Fg%2F1hhvnrnsx!19sChIJ-bMoNZmxQkcRIpoVpjlc1b4?authuser=0&hl=am&rclk=1
430,Horváth-Dentál Bt.,,Radnóti Miklós u. 3,,,,https://www.google.com/maps/place/Horv%C3%A1th-Dent%C3%A1l+Bt./data=!4m7!3m6!1s0x4742b18c631d8f25:0x7d53f391298aedbb!8m2!3d46.0655079!4d18.2025487!16s%2Fg%2F1hhw4vlpk!19sChIJJY8dY4yxQkcRu-2KKZHzU30?authuser=0&hl=am&rclk=1
431,Dr. Antal Ferenc,,Móricz Zsigmond u. 4,,,,https://www.google.com/maps/place/Dr.+Antal+Ferenc/data=!4m7!3m6!1s0x4742b1cedf258e17:0x8c5aac053f323cf7!8m2!3d46.068758!4d18.2259!16s%2Fg%2F11r_tg77m4!19sChIJF44l386xQkcR9zwyPwWsWow?authuser=0&hl=am&rclk=1
432,Da Vinci Magánklinika Fogászat,,Málics Ottó u. 1,,,,https://www.google.com/maps/place/Da+Vinci+Mag%C3%A1nklinika+Fog%C3%A1szat/data=!4m7!3m6!1s0x4742b105d91a15ad:0x727743d5cfb3a40f!8m2!3d46.0895317!4d18.2258671!16s%2Fg%2F11hf4rvmdc!19sChIJrRUa2QWxQkcRD6Szz9VDd3I?authuser=0&hl=am&rclk=1
433,Alba + Dent fogászat,,Endresz György u. 12,,,,https://www.google.com/maps/place/Alba+%2B+Dent+fog%C3%A1szat/data=!4m7!3m6!1s0x4742b1929f0560d3:0xa76e13f6e758371!8m2!3d46.0697372!4d18.2029585!16s%2Fg%2F1tk6p35_!19sChIJ02AFn5KxQkcRcYN1bj_hdgo?authuser=0&hl=am&rclk=1
434,Csaba-Simon Dent,,?,+36 72 329 611,,,https://www.google.com/maps/place/Csaba-Simon+Dent/data=!4m7!3m6!1s0x4742b10a8506a85d:0x2dbaefb55c850a6e!8m2!3d46.0762819!4d18.234705!16s%2Fg%2F11b6hqh9t_!19sChIJXagGhQqxQkcRbgqFXLXvui0?authuser=0&hl=am&rclk=1
435,Dr. Pietras Marcin Kft.,,Szabó József u. 2,,,,https://www.google.com/maps/place/Dr.+Pietras+Marcin+Kft./data=!4m7!3m6!1s0x4742b19bc456b487:0x55f82f16a74864ba!8m2!3d46.0708377!4d18.2209944!16s%2Fg%2F1hhwhdywd!19sChIJh7RWxJuxQkcRumRIpxYv-FU?authuser=0&hl=am&rclk=1
436,Dentál Doktor Kft,,?,?,,,https://www.google.com/maps/place/Dent%C3%A1l+Doktor+Kft/data=!4m7!3m6!1s0x4742b120467f601f:0x47d9fd3153c573c2!8m2!3d46.0687848!4d18.225959!16s%2Fg%2F11g1y8lc1v!19sChIJH2B_RiCxQkcRwnPFUzH92Uc?authuser=0&hl=am&rclk=1
437,Kiss-Farda Egészségügyi Szolgáltató Bt.,,?,,,,https://www.google.com/maps/place/Kiss-Farda+Eg%C3%A9szs%C3%A9g%C3%BCgyi+Szolg%C3%A1ltat%C3%B3+Bt./data=!4m7!3m6!1s0x4742b1986874a0cf:0x9539b91afd6b6602!8m2!3d46.0753562!4d18.2227956!16s%2Fg%2F1tv22yh5!19sChIJz6B0aJixQkcRAmZr_Rq5OZU?authuser=0&hl=am&rclk=1
438,Dr. Oláh Mónika Pécs,,?,+36 30 947 3492,,,https://www.google.com/maps/place/Dr.+Ol%C3%A1h+M%C3%B3nika+P%C3%A9cs/data=!4m7!3m6!1s0x4742b3d72c2ca04f:0x789383322eb9050!8m2!3d46.0516096!4d18.2273295!16s%2Fg%2F1tx8rzwr!19sChIJT6AsLNezQkcRUJDrIjM4iQc?authuser=0&hl=am&rclk=1
439,Fogászati Ügyelet Pécs,,?,+36 72 435 720,,,https://www.google.com/maps/place/Fog%C3%A1szati+%C3%9Cgyelet+P%C3%A9cs/data=!4m7!3m6!1s0x4742b34822aa9f23:0x99cce485d645300!8m2!3d46.049302!4d18.2138305!16s%2Fg%2F11t2c_yyn4!19sChIJI5-qIkizQkcRAFNkXUjOnAk?authuser=0&hl=am&rclk=1
440,Dr. Herényi Gejza,,Zója u. 3,,,,https://www.google.com/maps/place/Dr.+Her%C3%A9nyi+Gejza/data=!4m7!3m6!1s0x4742b196715fe109:0x2ba4080ed902ac0e!8m2!3d46.0761011!4d18.2136255!16s%2Fg%2F1wfvlfkt!19sChIJCeFfcZaxQkcRDqwC2Q4IpCs?authuser=0&hl=am&rclk=1
441,Vitadent Kft.,,Szolo u. 71,,,,https://www.google.com/maps/place/Vitadent+Kft./data=!4m7!3m6!1s0x4742b1b1ce072ec1:0x6885ad88c3379127!8m2!3d46.0882179!4d18.2268762!16s%2Fg%2F12qf8_b4h!19sChIJwS4HzrGxQkcRJ5E3w4ithWg?authuser=0&hl=am&rclk=1
442,Dent&Beauty,,Kürt u. 9,+36 70 570 7055,,,https://www.google.com/maps/place/Dent%26Beauty/data=!4m7!3m6!1s0x4742b156ed015855:0x8688452fc556fee4!8m2!3d46.0733447!4d18.2038723!16s%2Fg%2F11scp71dbq!19sChIJVVgB7VaxQkcR5P5WxS9FiIY?authuser=0&hl=am&rclk=1
443,Dr. Ceglédi Ágnes Fogorvos Pécs,,Király u. 66/b,+36 70 333 2301,,,https://www.google.com/maps/place/Dr.+Cegl%C3%A9di+%C3%81gnes+Fogorvos+P%C3%A9cs/data=!4m7!3m6!1s0x4742b10a49d52a03:0xb668dab0b4da21e4!8m2!3d46.077095!4d18.2382354!16s%2Fg%2F11fzffm4m5!19sChIJAyrVSQqxQkcR5CHatLDaaLY?authuser=0&hl=am&rclk=1
444,M2m Dent-Art Kft.,,János u. 20,,,,https://www.google.com/maps/place/M2m+Dent-Art+Kft./data=!4m7!3m6!1s0x4742b1a09ac3a201:0xba3e65baf673d233!8m2!3d46.0775353!4d18.234094!16s%2Fg%2F11cn8t9sz5!19sChIJAaLDmqCxQkcRM9Jz9rplPro?authuser=0&hl=am&rclk=1
445,Dr. Tölgyesi Mária,,Székely Bertalan út 15,,,,https://www.google.com/maps/place/Dr.+T%C3%B6lgyesi+M%C3%A1ria/data=!4m7!3m6!1s0x4742b1bbbef1a0ab:0x2a483a49b30dacd9!8m2!3d46.088177!4d18.217808!16s%2Fg%2F1vd93w8h!19sChIJq6DxvruxQkcR2awNs0k6SCo?authuser=0&hl=am&rclk=1
446,"Arc, Száj, Fog Kft. Dr. Kecskés Iván",,Aradi vértanúk útja 52,Aradi vértanúk útja 52,,,"https://www.google.com/maps/place/Arc,+Sz%C3%A1j,+Fog+Kft.+Dr.+Kecsk%C3%A9s+Iv%C3%A1n/data=!4m7!3m6!1s0x4742b14293b638eb:0xaf08b3666256bc56!8m2!3d46.0791881!4d18.2210402!16s%2Fg%2F11rkp5kmt2!19sChIJ6zi2k0KxQkcRVrxWYmazCK8?authuser=0&hl=am&rclk=1"
447,Mosolygó Száj Kft. - Rendelo,,Testvérvárosok tere 2/1,+36 30 425 2767,,,https://www.google.com/maps/place/Mosolyg%C3%B3+Sz%C3%A1j+Kft.+-+Rendel%C5%91/data=!4m7!3m6!1s0x4742b190e02522cb:0xf749a241acf1788f!8m2!3d46.0397584!4d18.2161614!16s%2Fg%2F1hhxmzwcn!19sChIJyyIl4JCxQkcRj3jxrEGiSfc?authuser=0&hl=am&rclk=1
448,Ágoston Preciz-Dental Kft.,,Szigeti út 50,,,,https://www.google.com/maps/place/%C3%81goston+Preciz-Dental+Kft./data=!4m7!3m6!1s0x4742b1ed422fb059:0xe4d9af1ac3f50252!8m2!3d46.0710807!4d18.2009793!16s%2Fg%2F1td70snb!19sChIJWbAvQu2xQkcRUgL1wxqv2eQ?authuser=0&hl=am&rclk=1
449,Dr. Hadnagy Valér,,Angster József u. 2,,,,https://www.google.com/maps/place/Dr.+Hadnagy+Val%C3%A9r/data=!4m7!3m6!1s0x4742b1bbe7598829:0xd943c010ebef4e36!8m2!3d46.0835148!4d18.218305!16s%2Fg%2F1tdpkw2t!19sChIJKYhZ57uxQkcRNk7v6xDAQ9k?authuser=0&hl=am&rclk=1
450,Dr. Kovári Éva,,Zrínyi Miklós u. 4,,,,https://www.google.com/maps/place/Dr.+K%C5%91v%C3%A1ri+%C3%89va/data=!4m7!3m6!1s0x4742b19f493bbc83:0xe4a2b832de0f0027!8m2!3d46.0747805!4d18.2265174!16s%2Fg%2F1tgjk1w5!19sChIJg7w7SZ-xQkcRJwAP3jK4ouQ?authuser=0&hl=am&rclk=1
451,Dr. Ma Bt.,,"7621 Pécs, Jókai Mór utca 45",,,,https://www.google.com/maps/place/Dr.+Ma+Bt./data=!4m7!3m6!1s0x4742b19dd1e508c3:0x364fb1ac4dca5b0f!8m2!3d46.0700671!4d18.227011!16s%2Fg%2F11b6hs_5kq!19sChIJwwjl0Z2xQkcRD1vKTayxTzY?authuser=0&hl=am&rclk=1
452,Dr. Márki Eszter,,Alkotmány u. 8,,,,https://www.google.com/maps/place/Dr.+M%C3%A1rki+Eszter/data=!4m7!3m6!1s0x4742b125bfbddc99:0x59108d1acb587874!8m2!3d46.0758081!4d18.2212033!16s%2Fg%2F11fkvnz6sf!19sChIJmdy9vyWxQkcRdHhYyxqNEFk?authuser=0&hl=am&rclk=1
453,Dr. Szalai Anikó,,Köztársaság tér 5,,,,https://www.google.com/maps/place/Dr.+Szalai+Anik%C3%B3/data=!4m7!3m6!1s0x4742b19b78eea259:0x4710afcba09eef6a!8m2!3d46.0690095!4d18.2214665!16s%2Fg%2F11j48h6596!19sChIJWaLueJuxQkcRau-eoMuvEEc?authuser=0&hl=am&rclk=1
454,Hu Ta Ko fog Bt.,,Jurisics Miklós u. 17,,,,https://www.google.com/maps/place/Hu+Ta+Ko+fog+Bt./data=!4m7!3m6!1s0x4742b1bf2e7a9d2d:0xe67993ec584b694e!8m2!3d46.082576!4d18.2107346!16s%2Fg%2F1tfgc02f!19sChIJLZ16Lr-xQkcRTmlLWOyTeeY?authuser=0&hl=am&rclk=1
455,Dr. Tóth Eszter,,Kálvária u.,,,,https://www.google.com/maps/place/Dr.+T%C3%B3th+Eszter/data=!4m7!3m6!1s0x4742b1a6c2731d1d:0x5cb722beef798999!8m2!3d46.0805962!4d18.2312471!16s%2Fg%2F11flzfg1hk!19sChIJHR1zwqaxQkcRmYl5774it1w?authuser=0&hl=am&rclk=1
456,Dr. Örkényi Tamás,,?,,,,https://www.google.com/maps/place/Dr.+%C3%96rk%C3%A9nyi+Tam%C3%A1s/data=!4m7!3m6!1s0x4742b18b6c7d3d11:0xe0d53026de8d4ae8!8m2!3d46.0642871!4d18.2004845!16s%2Fg%2F11hyt049f4!19sChIJET19bIuxQkcR6EqN3iYw1eA?authuser=0&hl=am&rclk=1
457,Fogászati rendelo,,Rácvárosi út 8,Rácvárosi út 8,,,https://www.google.com/maps/place/Fog%C3%A1szati+rendel%C5%91/data=!4m7!3m6!1s0x4742b1f2986f7a59:0x2b5b861da5fd0c74!8m2!3d46.0679131!4d18.1862954!16s%2Fg%2F11vjnz_bbw!19sChIJWXpvmPKxQkcRdAz9pR2GWys?authuser=0&hl=am&rclk=1
458,Dr. Schmidt Gábor,,Apáca u. 15,,,,https://www.google.com/maps/place/Dr.+Schmidt+G%C3%A1bor/data=!4m7!3m6!1s0x4742b1a26fe92385:0xc5659a5a7a369d9a!8m2!3d46.0764579!4d18.2256645!16s%2Fg%2F1td6lfj4!19sChIJhSPpb6KxQkcRmp02elqaZcU?authuser=0&hl=am&rclk=1
459,Dentherapia,,Pellérdi út 35,,,,https://www.google.com/maps/place/Dentherapia/data=!4m7!3m6!1s0x4742b18b6c7d3d11:0x8a4e67c2dbba3af0!8m2!3d46.0656773!4d18.1733578!16s%2Fg%2F11fn6t2d_q!19sChIJET19bIuxQkcR8Dq628JnToo?authuser=0&hl=am&rclk=1
460,Tandartstoerisme,,Testvérvárosok tere 2/1,,,,https://www.google.com/maps/place/Tandartstoerisme/data=!4m7!3m6!1s0x4742b3ca3ae03cef:0xbc49aa9b3dfe6251!8m2!3d46.0397206!4d18.2161926!16s%2Fg%2F11j0jl9ks7!19sChIJ7zzgOsqzQkcRUWL-PZuqSbw?authuser=0&hl=am&rclk=1
461,Dr. Rédling Tibor,,?,+36 72 447 414,,,https://www.google.com/maps/place/Dr.+R%C3%A9dling+Tibor/data=!4m7!3m6!1s0x4742b3c6eff90481:0x72efe55a19b0acb9!8m2!3d46.043744!4d18.2270224!16s%2Fg%2F1tj2m7bx!19sChIJgQT578azQkcRuaywGVrl73I?authuser=0&hl=am&rclk=1
462,"40.sz.Fogászati Rendelo.Dr.Horváth András,Dr.Schartl.",,Dózsa György u. 33,Dózsa György u. 33,,,"https://www.google.com/maps/place/40.sz.Fog%C3%A1szati+Rendel%C5%91.Dr.Horv%C3%A1th+Andr%C3%A1s,Dr.Schartl./data=!4m7!3m6!1s0x4742b1ce408a0841:0x3e22caddc7e6edca!8m2!3d46.0893779!4d18.260279!16s%2Fg%2F11fsnk2ft7!19sChIJQQiKQM6xQkcRyu3mx93KIj4?authuser=0&hl=am&rclk=1"
463,Dr. Kasznai Emma,,Éva u. 11,,,,https://www.google.com/maps/place/Dr.+Kasznai+Emma/data=!4m7!3m6!1s0x4742b3cdc38e3587:0xbdfc10f6182fa69d!8m2!3d46.0457005!4d18.2197245!16s%2Fg%2F11fz9zxh9b!19sChIJhzWOw82zQkcRnaYvGPYQ_L0?authuser=0&hl=am&rclk=1
464,"Kéri Ortho Bt Kéri Ágnes fogorvos, gyermek fogtechnikus",,Barbakán tér 3,+36 72 510 429,,,"https://www.google.com/maps/place/K%C3%A9ri+Ortho+Bt+K%C3%A9ri+%C3%81gnes+fogorvos,+gyermek+fogtechnikus/data=!4m7!3m6!1s0x4742b1152b6d613f:0xb4cada02ed703629!8m2!3d46.0781708!4d18.2206218!16s%2Fg%2F11nxtffyxg!19sChIJP2FtKxWxQkcRKTZw7QLayrQ?authuser=0&hl=am&rclk=1"
465,Dr. Cséri Dent Kft.,,Páfrány u. 22,+36 72 255 231,,,https://www.google.com/maps/place/Dr.+Cs%C3%A9ri+Dent+Kft./data=!4m7!3m6!1s0x4742b1f589ca040b:0xdc42f18e07630c6!8m2!3d46.0615869!4d18.1915966!16s%2Fg%2F1tf78wmr!19sChIJCwTKifWxQkcRxjB24BgvxA0?authuser=0&hl=am&rclk=1
466,Dr. Gömöry István,,Jókai u. 43,+36 72 745 211,,,https://www.google.com/maps/place/Dr.+G%C3%B6m%C3%B6ry+Istv%C3%A1n/data=!4m7!3m6!1s0x4742b19dd4f638f9:0xfd7dcdb30f509d56!8m2!3d46.0704304!4d18.2271097!16s%2Fg%2F1td4ngx9!19sChIJ-Tj21J2xQkcRVp1QD7PNff0?authuser=0&hl=am&rclk=1
467,dr. Lelkes Lívia,,Móra Ferenc u.,+36 70 336 0250,,,https://www.google.com/maps/place/dr.+Lelkes+L%C3%ADvia/data=!4m7!3m6!1s0x4742b3d583349777:0xec2d7d661ba18604!8m2!3d46.053651!4d18.2217253!16s%2Fg%2F11hyt0sbhw!19sChIJd5c0g9WzQkcRBIahG2Z9Lew?authuser=0&hl=am&rclk=1
468,Fogászati Oktatási Központ,,?,?,,,https://www.google.com/maps/place/Fog%C3%A1szati+Oktat%C3%A1si+K%C3%B6zpont/data=!4m7!3m6!1s0x4742b1efe914a5a5:0x295515446391df96!8m2!3d46.0721637!4d18.2068663!16s%2Fg%2F11tcbxb7hg!19sChIJpaUU6e-xQkcRlt-RY0QVVSk?authuser=0&hl=am&rclk=1
469,Victory-Dent,,Nagyvárad u. 20,+36 72 547 557,,,https://www.google.com/maps/place/Victory-Dent/data=!4m7!3m6!1s0x4742b19a927cc727:0x91a1c593f0261ace!8m2!3d46.069284!4d18.216728!16s%2Fg%2F1ptxq5djn!19sChIJJ8d8kpqxQkcRzhom8JPFoZE?authuser=0&hl=am&rclk=1
470,Smilepoint,,Ferencesek utcája 6,+36 72 585 476,,,https://www.google.com/maps/place/Smilepoint/data=!4m7!3m6!1s0x4742b198a2dd9e9f:0x6e4a978879299897!8m2!3d46.0757789!4d18.2268276!16s%2Fg%2F1pzrc3jqp!19sChIJn57dopixQkcRl5gpeYiXSm4?authuser=0&hl=am&rclk=1
471,Dr. Farkas Tiborné Halász Éva,,Klimó György u. 21,+36 72 326 302,,,https://www.google.com/maps/place/Dr.+Farkas+Tiborn%C3%A9+Hal%C3%A1sz+%C3%89va/data=!4m7!3m6!1s0x4742b1a2b4a7867f:0x3da6ef65e0c36344!8m2!3d46.0775044!4d18.2207089!16s%2Fg%2F1v42dkx7!19sChIJf4antKKxQkcRRGPD4GXvpj0?authuser=0&hl=am&rclk=1
472,PTE KK Fogászati és Szájsebészeti Klinika Tüzér utcai telephely,,?,+36 72 502 421,,,https://www.google.com/maps/place/PTE+KK+Fog%C3%A1szati+%C3%A9s+Sz%C3%A1jseb%C3%A9szeti+Klinika+T%C3%BCz%C3%A9r+utcai+telephely/data=!4m7!3m6!1s0x4742b1f33be4a189:0xd5ddf6fb9c5b64af!8m2!3d46.072099!4d18.2068998!16s%2Fg%2F11t8h059np!19sChIJiaHkO_OxQkcRr2RbnPv23dU?authuser=0&hl=am&rclk=1
473,Dr. Pazsitka Bt.,,Petofi Sándor utca 46,+36 72 311 637,,,https://www.google.com/maps/place/Dr.+Pazsitka+Bt./data=!4m7!3m6!1s0x4742b1f72cf4fe31:0x77a29acd11e955d0!8m2!3d46.0735237!4d18.2157524!16s%2Fg%2F1hhx9h53p!19sChIJMf70LPexQkcR0FXpEc2aonc?authuser=0&hl=am&rclk=1
474,Esztétikai Fogászati Centrum,,Megyeri út 123,+36 30 204 6065,,,https://www.google.com/maps/place/Eszt%C3%A9tikai+Fog%C3%A1szati+Centrum/data=!4m7!3m6!1s0x4742b22d6d195555:0x72bb742f80457976!8m2!3d46.049302!4d18.2138305!16s%2Fg%2F11hyt0pcwq!19sChIJVVUZbS2yQkcRdnlFgC90u3I?authuser=0&hl=am&rclk=1
475,Low-Costs Dentist Kft. F.A.,,Ferencesek utcája 42,,,,https://www.google.com/maps/place/Low-Costs+Dentist+Kft.+F.A./data=!4m7!3m6!1s0x4742b1988fe07933:0x669fa680d62dbaac!8m2!3d46.0754185!4d18.2236298!16s%2Fg%2F1hhvssqnc!19sChIJM3ngj5ixQkcRrLot1oCmn2Y?authuser=0&hl=am&rclk=1
476,Fogszabályozás Szakrendelés,,Korösi Csoma Sándor utca 1,,,,https://www.google.com/maps/place/Fogszab%C3%A1lyoz%C3%A1s+Szakrendel%C3%A9s/data=!4m7!3m6!1s0x4742b1f4a30966ad:0x1653a83902d34b06!8m2!3d46.0692708!4d18.219409!16s%2Fg%2F1tgp9175!19sChIJrWYJo_SxQkcRBkvTAjmoUxY?authuser=0&hl=am&rclk=1
477,Lukács Dental Kft.,,Jászai Mari u. 3,,,,https://www.google.com/maps/place/Luk%C3%A1cs+Dental+Kft./data=!4m7!3m6!1s0x4742b19770783c63:0x53a3325e980b7089!8m2!3d46.074058!4d18.217684!16s%2Fg%2F12qgtg1sx!19sChIJYzx4cJexQkcRiXALmF4yo1M?authuser=0&hl=am&rclk=1
478,EuropDentalCare,,Megyeri tér,,,,https://www.google.com/maps/place/EuropDentalCare/data=!4m7!3m6!1s0x4742b1912013c163:0x6cd5eab4a7a05109!8m2!3d46.0720988!4d18.2134943!16s%2Fg%2F11h4615cq5!19sChIJY8ETIJGxQkcRCVGgp7Tq1Ww?authuser=0&hl=am&rclk=1
479,Fogorvos,,Radnóti Miklós u. 7,Radnóti Miklós u. 7,,,https://www.google.com/maps/place/Fogorvos/data=!4m7!3m6!1s0x4742b18777dfbf07:0x1d9c41172706bf0!8m2!3d46.0664007!4d18.2017949!16s%2Fg%2F11qnk90j__!19sChIJB7_fd4exQkcR8GtwchHE2QE?authuser=0&hl=am&rclk=1
480,Acryl-Dentál Bt.,,Kispiricsizma dulo 89,,,,https://www.google.com/maps/place/Acryl-Dent%C3%A1l+Bt./data=!4m7!3m6!1s0x4742b0ffa8fc4c85:0x162e3d65e102a693!8m2!3d46.0939384!4d18.2485292!16s%2Fg%2F1hhxd7fnh!19sChIJhUz8qP-wQkcRk6YC4WU9LhY?authuser=0&hl=am&rclk=1
